user_id,state,age,gender,caste,residential,annual_salary,occupation,minority,marital_status,disability
4935,Maharashtra,18,Female,General,Rural,732726,Self-employed,No,Married,Yes
4936,Madhya Pradesh,41,Female,ST,Rural,47226,Farmer,No,Married,No
4937,Bihar,26,Other,General,Rural,1244710,Employed,No,Married,No
4938,Madhya Pradesh,29,Other,General,Urban,312306,Self-employed,No,Married,Yes
4939,Madhya Pradesh,61,Other,SC,Urban,680284,Employed,No,Married,No
4940,Rajasthan,63,Other,ST,Rural,101396,Farmer,No,Widowed,No
4941,Rajasthan,50,Other,SC,Rural,178978,Farmer,No,Married,No
4942,Madhya Pradesh,22,Other,General,Urban,1448133,Employed,No,Married,No
4943,Telangana,65,Male,SC,Urban,442486,Self-employed,No,Married,No
4944,Maharashtra,38,Male,OBC,Urban,1171095,Employed,No,Married,No
4945,Telangana,59,Female,SC,Urban,300721,Employed,No,Married,No
4946,Uttar Pradesh,33,Female,General,Rural,48660,Farmer,No,Married,No
4947,Uttar Pradesh,66,Male,OBC,Rural,3444,Farmer,No,Married,Yes
4948,Telangana,64,Male,ST,Urban,325372,Employed,No,Married,No
4949,Telangana,39,Female,General,Rural,660092,Self-employed,No,Married,Yes
4950,Uttar Pradesh,27,Female,ST,Urban,635032,Employed,No,Unmarried,No
4951,Madhya Pradesh,50,Other,General,Urban,972413,Employed,No,Married,No
4952,Telangana,32,Male,ST,Urban,1363245,Employed,No,Married,Yes
4953,Telangana,52,Other,OBC,Rural,92665,Farmer,No,Married,Yes
4954,Rajasthan,54,Male,SC,Rural,42492,Farmer,No,Married,No
4955,Telangana,12,Female,ST,Urban,36756,Student,No,Unmarried,No
4956,Andhra Pradesh,36,Other,SC,Rural,881883,Employed,No,Married,No
4957,Madhya Pradesh,16,Other,General,Urban,8720,Student,No,Unmarried,No
4958,Bihar,21,Male,General,Urban,880583,Employed,No,Married,No
4959,Bihar,43,Female,ST,Urban,107424,Farmer,No,Married,Yes
4960,Telangana,34,Other,SC,Urban,627215,Employed,No,Widowed,Yes
4961,Maharashtra,68,Other,ST,Rural,84592,Farmer,No,Married,Yes
4962,Telangana,52,Male,General,Rural,196345,Farmer,No,Married,Yes
4963,Rajasthan,49,Other,ST,Rural,144016,Farmer,No,Widowed,No
4964,Telangana,45,Other,OBC,Urban,1539286,Government Employee,No,Married,No
4965,Bihar,10,Male,General,Urban,22419,Student,No,Unmarried,No
4966,Bihar,62,Male,General,Rural,99770,Farmer,No,Married,Yes
4967,Madhya Pradesh,42,Male,SC,Rural,116957,Farmer,Yes,Married,Yes
4968,Maharashtra,65,Male,General,Urban,535066,Self-employed,No,Married,No
4969,Maharashtra,60,Female,OBC,Rural,125143,Farmer,No,Married,No
4970,Rajasthan,48,Female,OBC,Rural,898697,Government Employee,No,Married,No
4971,Madhya Pradesh,47,Other,ST,Rural,137828,Farmer,No,Married,Yes
4972,Maharashtra,69,Other,SC,Rural,158475,Farmer,No,Married,Yes
4973,Madhya Pradesh,47,Other,SC,Urban,349856,Self-employed,No,Unmarried,No
4974,Madhya Pradesh,41,Male,OBC,Rural,367517,Self-employed,No,Married,Yes
4975,Andhra Pradesh,38,Female,General,Urban,1506250,Employed,No,Married,Yes
4976,Rajasthan,57,Female,SC,Urban,1192216,Employed,No,Married,No
4977,Telangana,31,Male,General,Rural,1228366,Employed,No,Married,Yes
4978,Bihar,27,Male,ST,Rural,7986,Student,No,Unmarried,Yes
4979,Maharashtra,67,Other,ST,Rural,106184,Farmer,No,Married,No
4980,Rajasthan,30,Male,OBC,Urban,487907,Employed,No,Widowed,No
4981,Rajasthan,58,Male,ST,Rural,45405,Farmer,No,Married,Yes
4982,Andhra Pradesh,32,Other,ST,Urban,235087,Government Employee,No,Married,No
4983,Telangana,62,Male,SC,Urban,500089,Self-employed,Yes,Married,No
4984,Telangana,62,Female,SC,Rural,15748,Farmer,No,Married,No
4985,Uttar Pradesh,46,Other,SC,Rural,84864,Farmer,Yes,Married,Yes
4986,Rajasthan,45,Female,General,Urban,873542,Government Employee,No,Widowed,No
4987,Uttar Pradesh,18,Other,General,Urban,1377,Farmer,No,Married,No
4988,Bihar,37,Other,General,Urban,833866,Government Employee,No,Married,No
4989,Andhra Pradesh,47,Female,OBC,Rural,43819,Farmer,No,Married,No
4990,Telangana,32,Female,General,Urban,1300706,Employed,No,Married,Yes
4991,Uttar Pradesh,59,Female,ST,Urban,140751,Daily Wage Worker,Yes,Married,Yes
4992,Telangana,21,Other,OBC,Urban,1769378,Employed,No,Married,Yes
4993,Telangana,58,Female,General,Urban,395349,Employed,No,Married,No
4994,Uttar Pradesh,44,Other,OBC,Urban,233452,Employed,No,Unmarried,No
4995,Madhya Pradesh,67,Other,ST,Rural,64888,Farmer,No,Married,Yes
4996,Andhra Pradesh,66,Female,ST,Rural,75712,Farmer,No,Married,Yes
4997,Madhya Pradesh,54,Male,ST,Urban,78290,Farmer,No,Married,No
4998,Uttar Pradesh,31,Other,OBC,Urban,619776,Employed,No,Married,No
4999,Andhra Pradesh,27,Female,ST,Rural,165452,Farmer,No,Married,No
5000,Uttar Pradesh,49,Female,SC,Rural,485024,Employed,No,Married,No
5001,Uttar Pradesh,51,Other,ST,Rural,63299,Farmer,Yes,Married,Yes
5002,Telangana,61,Female,OBC,Rural,186006,Farmer,No,Married,No
5003,Telangana,46,Male,ST,Rural,53931,Farmer,No,Married,No
5004,Telangana,67,Female,SC,Urban,146905,Farmer,No,Widowed,Yes
5005,Bihar,24,Female,SC,Rural,136209,Farmer,No,Married,No
5006,Bihar,26,Male,ST,Rural,112092,Farmer,No,Married,No
5007,Telangana,41,Male,ST,Rural,27344,Farmer,No,Unmarried,No
5008,Bihar,19,Female,OBC,Rural,60020,Farmer,No,Married,No
5009,Madhya Pradesh,20,Female,OBC,Urban,832803,Employed,No,Married,Yes
5010,Uttar Pradesh,47,Female,ST,Rural,103892,Farmer,No,Married,No
5011,Telangana,68,Other,ST,Rural,67140,Farmer,No,Married,Yes
5012,Andhra Pradesh,41,Female,SC,Rural,336812,Self-employed,No,Married,No
5013,Andhra Pradesh,24,Other,SC,Urban,1535084,Employed,Yes,Married,Yes
5014,Bihar,54,Other,General,Urban,1068998,Employed,No,Married,Yes
5015,Rajasthan,36,Female,OBC,Rural,167517,Farmer,No,Married,No
5016,Maharashtra,49,Female,ST,Rural,347684,Daily Wage Worker,No,Married,Yes
5017,Rajasthan,24,Female,SC,Urban,621849,Employed,No,Married,Yes
5018,Telangana,19,Male,SC,Urban,1941195,Employed,No,Married,Yes
5019,Telangana,34,Other,SC,Urban,208602,Daily Wage Worker,No,Married,No
5020,Maharashtra,33,Other,ST,Rural,376875,Self-employed,No,Married,No
5021,Telangana,51,Female,General,Urban,553580,Government Employee,No,Unmarried,No
5022,Uttar Pradesh,10,Male,General,Rural,29067,Student,No,Unmarried,Yes
5023,Rajasthan,17,Female,SC,Rural,2,Student,No,Unmarried,Yes
5024,Telangana,48,Male,General,Urban,256039,Daily Wage Worker,No,Married,Yes
5025,Rajasthan,12,Female,ST,Urban,3621,Student,No,Unmarried,Yes
5026,Uttar Pradesh,55,Female,ST,Urban,1166388,Employed,No,Married,Yes
5027,Bihar,53,Male,SC,Urban,35478,Daily Wage Worker,No,Unmarried,No
5028,Madhya Pradesh,28,Male,ST,Rural,154757,Farmer,No,Married,No
5029,Uttar Pradesh,33,Other,OBC,Rural,35125,Farmer,No,Married,No
5030,Madhya Pradesh,40,Other,OBC,Urban,179505,Employed,No,Married,Yes
5031,Uttar Pradesh,51,Other,OBC,Rural,95532,Farmer,No,Married,Yes
5032,Bihar,59,Other,General,Rural,963985,Employed,No,Married,Yes
5033,Bihar,53,Other,OBC,Rural,73159,Daily Wage Worker,No,Married,No
5034,Maharashtra,56,Other,OBC,Urban,263694,Employed,No,Married,No
5035,Maharashtra,38,Other,General,Urban,514665,Employed,No,Married,Yes
5036,Bihar,52,Male,OBC,Urban,174276,Employed,No,Married,No
5037,Madhya Pradesh,39,Other,ST,Rural,67036,Farmer,No,Married,No
5038,Maharashtra,29,Female,SC,Urban,755365,Self-employed,No,Married,No
5039,Madhya Pradesh,49,Other,SC,Urban,47269,Daily Wage Worker,No,Married,Yes
5040,Bihar,23,Other,General,Urban,800681,Employed,No,Married,No
5041,Andhra Pradesh,60,Other,OBC,Urban,333191,Employed,No,Widowed,No
5042,Rajasthan,62,Male,General,Rural,298421,Self-employed,No,Married,Yes
5043,Maharashtra,53,Female,OBC,Urban,2083933,Employed,No,Married,Yes
5044,Bihar,61,Other,OBC,Urban,268796,Employed,No,Unmarried,Yes
5045,Andhra Pradesh,37,Female,General,Rural,229284,Daily Wage Worker,No,Married,No
5046,Madhya Pradesh,36,Male,General,Urban,948476,Employed,No,Married,Yes
5047,Bihar,52,Male,General,Rural,113397,Farmer,No,Married,Yes
5048,Madhya Pradesh,59,Male,General,Rural,139832,Farmer,No,Married,No
5049,Rajasthan,27,Female,ST,Rural,3635,Farmer,No,Married,No
5050,Andhra Pradesh,67,Other,ST,Rural,131003,Farmer,No,Married,No
5051,Andhra Pradesh,41,Other,OBC,Urban,835026,Government Employee,No,Married,No
5052,Andhra Pradesh,45,Other,OBC,Urban,63081,Farmer,No,Married,Yes
5053,Madhya Pradesh,50,Female,General,Rural,242295,Self-employed,No,Married,No
5054,Bihar,39,Female,General,Urban,420366,Employed,No,Married,Yes
5055,Telangana,50,Other,OBC,Rural,1054458,Employed,No,Married,No
5056,Bihar,65,Female,SC,Rural,35933,Farmer,No,Married,Yes
5057,Rajasthan,55,Female,SC,Rural,28458,Farmer,No,Married,No
5058,Bihar,54,Other,OBC,Rural,18935,Farmer,No,Married,Yes
5059,Bihar,57,Male,SC,Rural,84780,Farmer,Yes,Married,Yes
5060,Madhya Pradesh,47,Female,General,Rural,771505,Self-employed,No,Married,Yes
5061,Rajasthan,46,Female,OBC,Rural,288756,Self-employed,No,Married,No
5062,Bihar,37,Other,ST,Urban,106645,Daily Wage Worker,No,Married,Yes
5063,Madhya Pradesh,58,Female,General,Urban,156111,Farmer,No,Married,No
5064,Bihar,21,Other,OBC,Rural,34690,Farmer,No,Married,No
5065,Uttar Pradesh,46,Female,SC,Rural,1314895,Employed,No,Married,Yes
5066,Madhya Pradesh,44,Male,SC,Rural,70980,Farmer,No,Unmarried,Yes
5067,Madhya Pradesh,57,Other,OBC,Urban,212405,Daily Wage Worker,No,Married,No
5068,Bihar,44,Female,SC,Rural,41681,Farmer,No,Married,Yes
5069,Maharashtra,37,Female,ST,Rural,231706,Farmer,No,Married,No
5070,Telangana,69,Female,ST,Rural,135353,Farmer,No,Married,No
5071,Bihar,13,Female,General,Urban,17579,Student,No,Unmarried,No
5072,Rajasthan,68,Male,ST,Rural,29622,Farmer,No,Married,No
5073,Madhya Pradesh,24,Other,SC,Urban,141257,Farmer,Yes,Married,Yes
5074,Maharashtra,25,Male,General,Rural,30502,Student,No,Unmarried,Yes
5075,Bihar,22,Female,General,Rural,9544,Student,No,Unmarried,Yes
5076,Madhya Pradesh,55,Male,General,Urban,1268578,Employed,No,Married,No
5077,Uttar Pradesh,64,Male,SC,Rural,56409,Farmer,No,Married,No
5078,Rajasthan,59,Female,SC,Urban,89965,Farmer,No,Married,No
5079,Telangana,21,Male,OBC,Rural,196913,Farmer,No,Married,No
5080,Bihar,28,Male,General,Urban,58638,Farmer,No,Married,Yes
5081,Rajasthan,30,Other,General,Rural,1246635,Employed,No,Widowed,Yes
5082,Andhra Pradesh,28,Female,OBC,Urban,187209,Employed,No,Married,No
5083,Telangana,41,Other,ST,Rural,105341,Farmer,No,Widowed,Yes
5084,Telangana,31,Other,ST,Rural,115018,Farmer,No,Married,Yes
5085,Maharashtra,49,Other,OBC,Urban,644708,Employed,No,Married,Yes
5086,Andhra Pradesh,42,Female,ST,Rural,158967,Farmer,No,Unmarried,No
5087,Maharashtra,38,Female,SC,Rural,129721,Farmer,No,Unmarried,Yes
5088,Madhya Pradesh,43,Other,General,Urban,485325,Self-employed,No,Married,Yes
5089,Uttar Pradesh,29,Other,ST,Rural,50380,Farmer,No,Unmarried,Yes
5090,Telangana,45,Male,SC,Urban,173032,Daily Wage Worker,Yes,Married,No
5091,Rajasthan,23,Male,ST,Rural,21447,Farmer,No,Married,Yes
5092,Rajasthan,24,Other,ST,Rural,34071,Farmer,No,Married,Yes
5093,Bihar,26,Other,SC,Rural,60533,Farmer,Yes,Married,Yes
5094,Uttar Pradesh,27,Male,OBC,Rural,27577,Farmer,No,Married,Yes
5095,Uttar Pradesh,56,Male,ST,Rural,138263,Farmer,No,Married,No
5096,Maharashtra,63,Female,General,Urban,964692,Employed,No,Widowed,No
5097,Maharashtra,29,Other,General,Urban,2093498,Government Employee,No,Married,No
5098,Rajasthan,67,Female,General,Rural,140633,Farmer,No,Married,Yes
5099,Andhra Pradesh,18,Male,SC,Urban,45062,Daily Wage Worker,Yes,Married,No
5100,Uttar Pradesh,26,Female,ST,Urban,39360,Farmer,No,Married,No
5101,Andhra Pradesh,49,Female,ST,Rural,46667,Farmer,No,Married,No
5102,Rajasthan,47,Male,General,Urban,1460810,Employed,No,Married,Yes
5103,Maharashtra,56,Male,OBC,Urban,294133,Self-employed,No,Married,Yes
5104,Telangana,38,Male,SC,Rural,42818,Farmer,No,Married,No
5105,Uttar Pradesh,55,Male,General,Urban,568666,Employed,No,Married,Yes
5106,Bihar,37,Female,OBC,Rural,29433,Farmer,No,Married,No
5107,Andhra Pradesh,51,Male,General,Urban,1307439,Employed,No,Married,No
5108,Maharashtra,28,Female,OBC,Urban,832096,Self-employed,No,Married,No
5109,Maharashtra,39,Male,OBC,Urban,315577,Daily Wage Worker,No,Married,Yes
5110,Madhya Pradesh,55,Other,General,Rural,1197576,Employed,No,Married,Yes
5111,Bihar,55,Other,ST,Rural,49171,Farmer,No,Married,No
5112,Maharashtra,48,Male,ST,Rural,57222,Farmer,No,Married,Yes
5113,Andhra Pradesh,22,Female,SC,Rural,142265,Farmer,No,Married,No
5114,Madhya Pradesh,64,Female,General,Rural,354523,Self-employed,No,Married,Yes
5115,Madhya Pradesh,42,Other,OBC,Rural,51710,Daily Wage Worker,No,Married,Yes
5116,Madhya Pradesh,60,Other,ST,Rural,38483,Farmer,No,Unmarried,No
5117,Rajasthan,24,Female,OBC,Urban,1498018,Employed,No,Married,No
5118,Madhya Pradesh,37,Female,General,Rural,31826,Farmer,No,Widowed,Yes
5119,Rajasthan,38,Female,OBC,Rural,116301,Daily Wage Worker,No,Married,No
5120,Uttar Pradesh,38,Female,OBC,Rural,1279819,Employed,No,Married,Yes
5121,Uttar Pradesh,36,Male,General,Urban,580584,Employed,No,Widowed,No
5122,Maharashtra,63,Other,OBC,Rural,37674,Farmer,No,Married,No
5123,Telangana,19,Male,ST,Rural,193241,Farmer,No,Married,Yes
5124,Uttar Pradesh,67,Female,OBC,Rural,122989,Farmer,No,Married,Yes
5125,Andhra Pradesh,60,Male,General,Rural,621898,Employed,No,Married,Yes
5126,Andhra Pradesh,23,Male,SC,Rural,172638,Farmer,Yes,Married,No
5127,Rajasthan,18,Male,OBC,Rural,142973,Farmer,No,Married,Yes
5128,Madhya Pradesh,55,Male,General,Rural,65244,Self-employed,No,Married,Yes
5129,Andhra Pradesh,62,Male,ST,Urban,69230,Farmer,No,Unmarried,No
5130,Telangana,44,Female,ST,Rural,69441,Farmer,Yes,Married,Yes
5131,Madhya Pradesh,31,Male,OBC,Urban,1512337,Employed,No,Unmarried,Yes
5132,Bihar,20,Female,General,Urban,46317,Self-employed,No,Married,Yes
5133,Bihar,32,Female,SC,Rural,13206,Farmer,Yes,Married,Yes
5134,Bihar,48,Other,ST,Rural,299128,Employed,No,Unmarried,No
5135,Maharashtra,25,Other,SC,Urban,345385,Daily Wage Worker,Yes,Married,No
5136,Rajasthan,66,Male,SC,Rural,45488,Farmer,Yes,Married,No
5137,Bihar,62,Male,SC,Urban,34272,Farmer,No,Married,Yes
5138,Andhra Pradesh,22,Male,ST,Rural,1626,Farmer,No,Married,No
5139,Bihar,19,Other,ST,Rural,80181,Farmer,Yes,Married,No
5140,Madhya Pradesh,32,Other,ST,Rural,90802,Farmer,No,Married,Yes
5141,Rajasthan,55,Male,SC,Urban,1549068,Employed,No,Widowed,Yes
5142,Rajasthan,64,Other,SC,Urban,106561,Farmer,Yes,Married,Yes
5143,Madhya Pradesh,46,Other,ST,Rural,68161,Farmer,No,Married,No
5144,Telangana,34,Male,ST,Urban,724643,Employed,No,Married,No
5145,Andhra Pradesh,48,Female,OBC,Urban,1429762,Employed,No,Married,No
5146,Bihar,20,Male,SC,Rural,1194400,Employed,No,Married,No
5147,Uttar Pradesh,65,Other,OBC,Rural,98722,Farmer,No,Married,No
5148,Andhra Pradesh,18,Male,General,Urban,1053876,Employed,No,Married,Yes
5149,Madhya Pradesh,62,Female,OBC,Rural,48793,Farmer,No,Married,No
5150,Telangana,29,Female,ST,Rural,113317,Farmer,No,Married,Yes
5151,Maharashtra,27,Female,SC,Rural,102358,Farmer,No,Married,No
5152,Maharashtra,45,Female,General,Urban,460038,Government Employee,No,Married,Yes
5153,Madhya Pradesh,65,Female,ST,Rural,146681,Farmer,No,Married,No
5154,Andhra Pradesh,19,Male,ST,Rural,438926,Self-employed,No,Married,No
5155,Maharashtra,43,Female,General,Rural,680622,Self-employed,No,Married,No
5156,Maharashtra,39,Male,SC,Urban,242475,Employed,Yes,Married,Yes
5157,Andhra Pradesh,62,Female,ST,Rural,179691,Farmer,Yes,Married,No
5158,Bihar,55,Female,OBC,Urban,492671,Employed,No,Married,Yes
5159,Andhra Pradesh,41,Other,SC,Rural,42480,Farmer,No,Unmarried,Yes
5160,Andhra Pradesh,25,Female,General,Rural,119086,Farmer,No,Married,Yes
5161,Andhra Pradesh,57,Female,General,Urban,342788,Employed,No,Unmarried,No
5162,Telangana,48,Other,SC,Urban,898016,Government Employee,No,Married,Yes
5163,Bihar,39,Female,ST,Rural,36530,Farmer,No,Married,No
5164,Madhya Pradesh,57,Female,ST,Urban,1361661,Employed,No,Married,Yes
5165,Uttar Pradesh,49,Female,SC,Rural,90040,Farmer,No,Married,No
5166,Bihar,38,Female,ST,Rural,57889,Farmer,No,Widowed,No
5167,Uttar Pradesh,51,Other,ST,Rural,11895,Farmer,Yes,Married,Yes
5168,Uttar Pradesh,18,Male,General,Urban,248941,Self-employed,No,Married,Yes
5169,Rajasthan,24,Male,ST,Rural,95554,Farmer,No,Married,No
5170,Bihar,52,Male,General,Rural,589008,Employed,No,Married,Yes
5171,Andhra Pradesh,35,Female,General,Rural,90275,Self-employed,No,Widowed,No
5172,Madhya Pradesh,59,Female,SC,Rural,153627,Farmer,No,Married,Yes
5173,Andhra Pradesh,35,Other,SC,Rural,8871,Farmer,No,Married,Yes
5174,Telangana,44,Other,OBC,Rural,136793,Daily Wage Worker,No,Married,No
5175,Andhra Pradesh,57,Female,General,Urban,96247,Daily Wage Worker,No,Married,No
5176,Bihar,22,Female,ST,Rural,32337,Farmer,No,Married,No
5177,Maharashtra,32,Male,OBC,Rural,70650,Farmer,No,Married,No
5178,Rajasthan,21,Female,SC,Rural,103420,Farmer,No,Married,No
5179,Andhra Pradesh,24,Other,General,Urban,501115,Employed,No,Married,Yes
5180,Maharashtra,55,Male,ST,Rural,153260,Farmer,No,Married,Yes
5181,Bihar,60,Male,General,Urban,171867,Employed,No,Unmarried,Yes
5182,Rajasthan,65,Male,General,Urban,538603,Self-employed,No,Unmarried,Yes
5183,Andhra Pradesh,50,Female,General,Urban,931379,Employed,No,Widowed,Yes
5184,Madhya Pradesh,41,Female,OBC,Urban,1431668,Employed,No,Married,No
5185,Madhya Pradesh,37,Other,SC,Rural,139487,Farmer,No,Married,No
5186,Uttar Pradesh,42,Male,ST,Rural,81800,Farmer,Yes,Widowed,No
5187,Bihar,26,Male,General,Urban,733700,Government Employee,No,Married,Yes
5188,Rajasthan,30,Male,SC,Rural,3928,Farmer,No,Unmarried,Yes
5189,Rajasthan,62,Male,OBC,Urban,891839,Employed,No,Married,Yes
5190,Uttar Pradesh,22,Other,OBC,Rural,965524,Employed,No,Married,No
5191,Bihar,50,Female,OBC,Urban,1213194,Employed,No,Married,No
5192,Rajasthan,40,Male,OBC,Rural,72786,Farmer,No,Unmarried,Yes
5193,Telangana,21,Female,OBC,Rural,1783029,Employed,No,Married,No
5194,Rajasthan,20,Other,OBC,Urban,44852,Farmer,No,Married,No
5195,Madhya Pradesh,43,Female,SC,Rural,228759,Self-employed,No,Married,Yes
5196,Bihar,40,Male,General,Rural,17093,Farmer,No,Married,No
5197,Andhra Pradesh,59,Male,General,Urban,1752773,Employed,No,Married,No
5198,Madhya Pradesh,52,Other,ST,Rural,98846,Farmer,No,Married,No
5199,Madhya Pradesh,21,Male,General,Rural,103388,Self-employed,No,Married,Yes
5200,Andhra Pradesh,56,Other,OBC,Urban,138413,Employed,No,Married,Yes
5201,Bihar,30,Female,General,Urban,1063632,Employed,No,Widowed,Yes
5202,Andhra Pradesh,53,Male,ST,Rural,112901,Farmer,No,Married,Yes
5203,Bihar,36,Male,General,Rural,1370576,Employed,No,Married,Yes
5204,Telangana,40,Male,ST,Rural,169048,Farmer,No,Married,Yes
5205,Madhya Pradesh,42,Female,General,Urban,372129,Self-employed,No,Married,Yes
5206,Uttar Pradesh,50,Other,OBC,Rural,520177,Self-employed,No,Married,No
5207,Bihar,37,Other,ST,Rural,31105,Farmer,Yes,Married,No
5208,Andhra Pradesh,34,Other,SC,Rural,93833,Farmer,No,Married,Yes
5209,Telangana,53,Other,SC,Rural,122815,Farmer,No,Married,Yes
5210,Rajasthan,17,Male,General,Urban,30165,Student,No,Unmarried,No
5211,Maharashtra,51,Male,OBC,Urban,1759396,Employed,No,Married,Yes
5212,Uttar Pradesh,33,Female,General,Urban,601321,Employed,No,Married,Yes
5213,Uttar Pradesh,52,Female,OBC,Urban,585905,Employed,No,Married,Yes
5214,Telangana,34,Female,General,Urban,465111,Employed,No,Widowed,Yes
5215,Maharashtra,47,Female,OBC,Urban,1044044,Self-employed,No,Married,Yes
5216,Rajasthan,65,Male,General,Urban,89200,Farmer,No,Married,No
5217,Uttar Pradesh,62,Male,SC,Urban,45193,Farmer,No,Married,No
5218,Andhra Pradesh,63,Female,General,Urban,410139,Employed,No,Married,No
5219,Andhra Pradesh,65,Other,General,Rural,32703,Farmer,No,Unmarried,Yes
5220,Uttar Pradesh,59,Other,OBC,Rural,115772,Farmer,No,Widowed,No
5221,Maharashtra,23,Other,General,Urban,1425634,Employed,No,Married,Yes
5222,Bihar,62,Male,General,Urban,266539,Self-employed,No,Married,Yes
5223,Rajasthan,22,Male,ST,Rural,104157,Farmer,No,Married,No
5224,Andhra Pradesh,40,Male,SC,Urban,167185,Daily Wage Worker,No,Married,Yes
5225,Rajasthan,23,Female,OBC,Rural,453,Farmer,No,Married,No
5226,Madhya Pradesh,56,Female,General,Urban,378505,Government Employee,No,Married,No
5227,Bihar,30,Male,ST,Rural,54313,Farmer,No,Married,Yes
5228,Bihar,65,Male,ST,Rural,32081,Farmer,Yes,Married,Yes
5229,Bihar,46,Other,OBC,Urban,663176,Self-employed,No,Married,No
5230,Rajasthan,32,Other,General,Rural,804408,Self-employed,No,Married,Yes
5231,Bihar,30,Male,ST,Rural,39709,Farmer,No,Widowed,No
5232,Rajasthan,50,Female,General,Urban,524961,Employed,No,Married,No
5233,Madhya Pradesh,55,Male,OBC,Rural,293687,Employed,No,Married,Yes
5234,Rajasthan,30,Male,General,Rural,1286180,Employed,No,Married,No
5235,Uttar Pradesh,57,Male,OBC,Rural,158616,Farmer,No,Married,No
5236,Andhra Pradesh,59,Other,OBC,Urban,1370396,Government Employee,No,Married,No
5237,Telangana,55,Male,ST,Rural,131763,Farmer,No,Married,Yes
5238,Maharashtra,64,Other,ST,Rural,158947,Farmer,No,Married,Yes
5239,Maharashtra,60,Female,OBC,Urban,273142,Daily Wage Worker,No,Widowed,No
5240,Andhra Pradesh,66,Male,SC,Urban,148179,Farmer,No,Unmarried,Yes
5241,Bihar,20,Female,SC,Urban,31293,Student,No,Unmarried,Yes
5242,Maharashtra,35,Female,ST,Rural,75574,Farmer,No,Married,No
5243,Uttar Pradesh,24,Other,ST,Rural,72148,Farmer,No,Married,Yes
5244,Telangana,48,Other,SC,Urban,325995,Employed,No,Married,Yes
5245,Telangana,36,Other,SC,Rural,168674,Farmer,No,Unmarried,Yes
5246,Maharashtra,37,Other,OBC,Urban,753344,Government Employee,No,Married,Yes
5247,Maharashtra,18,Other,General,Urban,326688,Employed,No,Married,Yes
5248,Madhya Pradesh,22,Other,General,Rural,16264,Student,No,Unmarried,Yes
5249,Madhya Pradesh,49,Male,OBC,Rural,189853,Employed,No,Married,Yes
5250,Bihar,69,Female,ST,Rural,5316,Farmer,No,Married,No
5251,Madhya Pradesh,61,Other,ST,Urban,1084299,Employed,No,Widowed,Yes
5252,Rajasthan,49,Female,OBC,Urban,957248,Government Employee,No,Unmarried,No
5253,Bihar,54,Female,SC,Rural,29907,Farmer,Yes,Married,No
5254,Rajasthan,58,Male,OBC,Rural,87200,Farmer,No,Married,Yes
5255,Telangana,43,Female,SC,Rural,1541208,Employed,No,Married,Yes
5256,Maharashtra,42,Male,OBC,Rural,1922238,Employed,No,Married,No
5257,Uttar Pradesh,68,Female,SC,Rural,138477,Farmer,No,Married,No
5258,Andhra Pradesh,70,Female,ST,Rural,10636,Farmer,Yes,Widowed,No
5259,Uttar Pradesh,41,Female,SC,Rural,116384,Farmer,No,Widowed,No
5260,Uttar Pradesh,51,Male,SC,Rural,115598,Farmer,Yes,Married,No
5261,Madhya Pradesh,18,Other,SC,Rural,208195,Daily Wage Worker,Yes,Married,No
5262,Maharashtra,18,Other,General,Rural,146869,Daily Wage Worker,No,Unmarried,Yes
5263,Madhya Pradesh,60,Female,ST,Rural,23069,Farmer,No,Married,No
5264,Uttar Pradesh,33,Female,OBC,Rural,80779,Farmer,No,Married,Yes
5265,Bihar,27,Other,OBC,Rural,131479,Farmer,No,Married,No
5266,Maharashtra,21,Other,SC,Rural,268039,Daily Wage Worker,No,Married,No
5267,Maharashtra,25,Male,General,Urban,2346726,Employed,No,Married,Yes
5268,Bihar,65,Male,SC,Rural,138933,Farmer,No,Married,Yes
5269,Maharashtra,44,Other,General,Urban,1538287,Employed,No,Widowed,Yes
5270,Maharashtra,63,Other,SC,Rural,218941,Farmer,No,Married,No
5271,Bihar,42,Other,OBC,Rural,45092,Farmer,No,Married,Yes
5272,Andhra Pradesh,33,Other,OBC,Rural,92738,Farmer,No,Married,Yes
5273,Madhya Pradesh,56,Other,General,Urban,69917,Farmer,No,Married,Yes
5274,Bihar,18,Other,OBC,Urban,7422,Student,No,Unmarried,Yes
5275,Andhra Pradesh,46,Male,ST,Rural,20238,Farmer,No,Married,No
5276,Bihar,41,Female,SC,Urban,203151,Daily Wage Worker,No,Married,Yes
5277,Bihar,53,Male,OBC,Rural,65562,Farmer,No,Married,No
5278,Bihar,26,Male,ST,Rural,88798,Farmer,No,Married,No
5279,Rajasthan,60,Male,General,Rural,171161,Daily Wage Worker,No,Married,Yes
5280,Madhya Pradesh,42,Female,General,Urban,359608,Government Employee,No,Married,Yes
5281,Maharashtra,49,Female,OBC,Urban,399878,Employed,No,Married,No
5282,Rajasthan,41,Male,General,Rural,51592,Farmer,No,Married,Yes
5283,Maharashtra,31,Male,SC,Rural,133470,Farmer,No,Unmarried,No
5284,Uttar Pradesh,50,Female,General,Rural,1215755,Employed,No,Married,Yes
5285,Madhya Pradesh,48,Female,ST,Rural,1262560,Employed,Yes,Unmarried,No
5286,Andhra Pradesh,65,Other,General,Urban,939118,Employed,No,Widowed,No
5287,Madhya Pradesh,31,Other,OBC,Rural,99786,Farmer,No,Married,No
